Physical or Virtual Net Metering,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
,,,,,,,,,,,,,Equity,Net Cash Flow,,,-5690000,879841.542,984129.3740000001,946973.2480798999,911785.2554904636,878449.7986424274,846857.7054648777,816905.8617070823,788496.8639596497,761538.6922179374,741621.0968892812,525950.0758485384,622219.9949507196,617364.5587590791,612464.6289363706,607518.1624874794,602523.06008474,597477.1643432601,592378.2580447438,587224.062308274,582012.2347064547,576740.3673252781,571405.984766023,566006.5420874433,560539.4226864572,555001.9361154867,
,,,,,,,,,,,,,,,,,-5690000,-4810158.458,-3826029.084,-2879055.8359201,-1967270.5804296364,-1088820.781787209,-241963.07632233133,574942.7853847509,1363439.6493444005,2124978.341562338,2866599.4384516194,3392549.514300158,4014769.5092508774,4632134.068009957,5244598.696946328,5852116.859433807,6454639.919518547,7052117.083861807,7644495.341906551,8231719.4042148255,8813731.63892128,9390472.006246557,9961877.99101258,10527884.533100024,11088423.955786481,11643425.891901968,
,,,,,,,,,,,,,,NPV,7118763.676448347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Repayment Year,7,,,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,Equity IRR,0.1359471315902836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Project,Net Cash Flow,,,-5690000,879841.542,984129.3740000001,946973.2480798999,911785.2554904636,878449.7986424274,846857.7054648777,816905.8617070823,788496.8639596497,761538.6922179374,741621.0968892812,525950.0758485384,622219.9949507196,617364.5587590791,612464.6289363706,607518.1624874794,602523.06008474,597477.1643432601,592378.2580447438,587224.062308274,582012.2347064547,576740.3673252781,571405.984766023,566006.5420874433,560539.4226864572,555001.9361154867,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,NPV,7118763.676448347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Repayment Year,7,,,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,Project IRR,0.1359471315902836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Sensitivity Analysis Repayment Year (Equity),,,,Sensitivity Analysis Repayment Year (Project),,,,,,Sensitivity Analysis Equity IRR,,,,,Sensitivity Analysis Project IRR,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Energy Cost (€/MWh),,7,,,,7,,,,,,0.1359471315902836,,,,,0.1359471315902836,,,,,,,,,,,,,
,,,,,,,,,,,,,,57,8,,Energy Cost (€/MWh),57,8,,,,Energy Cost (€/MWh),57,0.12235446967416364,,,Energy Cost (€/MWh),57.0,0.12235446967416364,,,,,,,,,,,,,
,,,,,,,,,,,,,,62,7,,,62,7,,,,,62,0.12701333585264196,,,,62.0,0.12701333585264196,,,,,,,,,,,,,
,,,,,,,,,,,,,,64,7,,,64,7,,,,,64,0.12909197751956425,,,,64.0,0.12909197751956425,,,,,,,,,,,,,
,,,,,,,,,,,,,,66,7,,,66,7,,,,,66,0.13129669005945055,,,,66.0,0.13129669005945055,,,,,,,,,,,,,
,,,,,,,,,,,,,,68,7,,,68,7,,,,,68,0.13356047449178998,,,,68.0,0.13356047449178998,,,,,,,,,,,,,
,,,,,,,,,,,,,,70,7,,,70,7,,,,,70,0.1359471315902836,,,,70.0,0.1359471315902836,,,,,,,,,,,,,
,,,,,,,,,,,,,,75,7,,,75,7,,,,,75,0.14216058457146796,,,,75.0,0.14216058457146796,,,,,,,,,,,,,
,,,,,,,,,,,,,,80,6,,,80,6,,,,,80,0.1487507509815793,,,,80.0,0.1487507509815793,,,,,,,,,,,,,
,,,,,,,,,,,,,,85,6,,,85,6,,,,,85,0.15559621295777304,,,,85.0,0.15559621295777304,,,,,,,,,,,,,
,,,,,,,,,,,,,,90,6,,,90,6,,,,,90,0.16262869082541886,,,,90.0,0.16262869082541886,,,,,,,,,,,,,
,,,,,,,,,,,,,,95,6,,,95,6,,,,,95,0.1697973572799576,,,,95.0,0.1697973572799576,,,,,,,,,,,,,
,,,,,,,,,,,,,,100,5,,,100,5,,,,,100,0.177061977915838,,,,100.0,0.177061977915838,,,,,,,,,,,,,
,,,,,,,,,,,,,,110,5,,,110,5,,,,,110,0.19176303948569173,,,,110.0,0.19176303948569173,,,,,,,,,,,,,
,,,,,,,,,,,,,,120,5,,,120,5,,,,,120,0.20656810280417437,,,,120.0,0.20656810280417437,,,,,,,,,,,,,
,,,,,,,,,,,,,,130,5,,,130,5,,,,,130,0.22139479023824182,,,,130.0,0.22139479023824182,,,,,,,,,,,,,
,,,,,,,,,,,,,,140,4,,,140,4,,,,,140,0.2361962167640297,,,,140.0,0.2361962167640297,,,,,,,,,,,,,
,,,,,,,,,,,,,,150,4,,,150,4,,,,,150,0.2509548364836671,,,,150.0,0.2509548364836671,,,,,,,,,,,,,
,,,,,,,,,,,,,,160,4,,,160,4,,,,,160,0.26566102900549526,,,,160.0,0.26566102900549526,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Equity Payback Period,,Annual cost Decrease (%),,,,,,,,,,,Equity IRR,,Annual cost Decrease (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,0,0.02,0.04,0.08,0.1,0.15,0.2,0.25,,,,,0.1359471315902836,0,0.02,0.04,0.08,0.1,0.15,0.2,0.25,,,,,,,,
,,,,,,,,45,,,,,Energy Cost (€/MWh),45,8,8,8,8,8,8,8,8,,,,Energy Cost (€/MWh),45,0.1159328889749689,0.1159328889749689,0.1159328889749689,0.1159328889749689,0.1159328889749689,0.1159328889749689,0.1159328889749689,0.1159328889749689,,,,,,,,
,,,,,,,,50,,,,,,50,8,8,8,8,8,8,8,8,,,,,50,0.12514186743629252,0.11883374916431255,0.11779992833518049,0.11722028953828212,0.11702499156107349,0.11702499156107349,0.11702499156107349,0.11702499156107349,,,,,,,,
,,,,,,,,70,,,,,,70,6,7,7,7,7,7,8,8,,,,,70,0.16030036160887295,0.1478167502582195,0.13883796749214317,0.1305833695969727,0.12848019595786186,0.125495466815996,0.12375217654031334,0.12303372476269758,,,,,,,,
,,,,,,,,90,,,,,,90,5,6,6,6,6,7,7,7,,,,,90,0.19360799432535125,0.1801542132574998,0.1677502051513966,0.15148205773895262,0.14657264962958272,0.13892401669483956,0.1345839965946507,0.13206289004625216,,,,,,,,
,,,,,,,,110,,,,,,110,5,5,5,5,5,6,6,7,,,,,110,0.22572663546901328,0.2115990239611183,0.19804866904389895,0.1762751378773515,0.16860606868154937,0.15576237131651172,0.14799197329405955,0.143137433515381,,,,,,,,
,,,,,,,,130,,,,,,130,4,4,4,5,5,5,5,6,,,,,130,0.25702341025052533,0.24239503963286513,0.22823940398892062,0.2031110399982894,0.19314912136414764,0.1751957611525139,0.16385271000213164,0.15639392890413095,,,,,,,,
,,,,,,,,150,,,,,,150,4,4,4,4,4,5,5,5,,,,,150,0.2877162891151246,0.2727024426452398,0.25809355200114936,0.23094188850349795,0.2193104562702477,0.1967342925559028,0.1815718562740467,0.171116094759161,,,,,,,,
,,,,,,,,170,,,,,,170,4,4,4,4,4,4,4,5,,,,,170,0.3179418479811975,0.30262262031217,0.2876542455296338,0.2591970209020229,0.24636966097491997,0.21991590831224306,0.2009100361262115,0.1876243584460855,,,,,,,,
,,,,,,,,190,,,,,,190,3,3,3,4,4,4,4,4,,,,,190,0.3477898265790238,0.33222279855304104,0.31696299627924973,0.2876014407827103,0.2739313572954827,0.24439371260130582,0.22201821748540707,0.20530726932917687,,,,,,,,
,,,,,,,,210,,,,,,210,3,3,3,3,3,3,4,4,,,,,210,0.37732186811824975,0.36154964535045475,0.3460490779898717,0.31600942265085674,0.30174308998651833,0.2698183858999792,0.24425179047536028,0.2247984452016467,,,,,,,,
,,,,,,,,230,,,,,,230,3,3,3,3,3,3,3,3,,,,,230,0.4065821379865344,0.3906370391909182,0.37493427306726557,0.34435779616102646,0.32965525360788694,0.29584516211064393,0.2676870608762423,0.24535016827360567,,,,,,,,
,,,,,,,,250,,,,,,250,3,3,3,3,3,3,3,3,,,,,250,0.4356035517273853,0.41951063006198686,0.4036356118485964,0.3726174817725614,0.35758289389942144,0.32236348622045297,0.29194488599547785,0.26686630234160447,,,,,,,,
,,,,,,,,270,,,,,,270,3,3,3,3,3,3,3,3,,,,,270,0.46441153769994736,0.4481905867848799,0.43216698391093233,0.400775652709608,0.3854786522702458,0.3491292305126983,0.31681459397729417,0.28955604164681836,,,,,,,,
,,,,,,,,290,,,,,,290,3,3,3,3,3,3,3,3,,,,,290,0.4930263737584213,0.47669329474160405,0.4605401075424034,0.42882750049253593,0.4133175749320246,0.3761004674608175,0.34229675530081494,0.3130017556734277,,,,,,,,
,,,,,,,,310,,,,,,310,2,2,3,3,3,3,3,3,,,,,310,0.5214646779026353,0.5050324332101621,0.48876512900989044,0.4567721772345166,0.44108266003065033,0.4031541017667972,0.3681084774078065,0.337034032961236,,,,,,,,
,,,,,,,,330,,,,,,330,2,2,2,2,2,2,3,3,,,,,330,0.5497403851188571,0.5332196783044505,0.5168510049151513,0.48461085159843376,0.46876713475650655,0.43026192378216543,0.39416615222222484,0.36154901412800133,,,,,,,,
,,,,,,,,350,,,,,,350,2,2,2,2,2,2,2,2,,,,,350,0.5778654050341239,0.5612651750913289,0.5448057550631014,0.5123456994612623,0.4963676020173404,0.45738052328873224,0.4204490557335707,0.3865529921805213,,,,,,,,
,,,,,,,,370,,,,,,370,2,2,2,2,2,2,2,2,,,,,370,0.6058500767628441,0.5891778641762413,0.5726366363048707,0.5399794876589317,0.5238824443902526,0.48448264750937464,0.44686116819295774,0.4119009495155521,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Annual Savings,,Annual cost Decrease (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,928144.6981247659,0,0.02,0.04,0.08,0.1,0.15,0.2,0.25,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Energy Cost (€/MWh),45,874983.2909965585,874983.2909965585,874983.2909965585,874983.2909965585,874983.2909965585,874983.2909965585,874983.2909965585,874983.2909965585,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,50,930203.6566628421,882300.0328170354,879324.3787981584,877859.9309965585,877383.2909965585,877383.2909965585,877383.2909965585,877383.2909965585,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,70,1151085.1193279792,996852.6907356188,939829.6079218395,910371.1479816453,904367.1355934025,896533.2381205584,892226.3309965585,890558.0909965585,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,90,1371966.581993116,1172083.7713043096,1042353.3212037428,964192.3771790091,948267.1189980368,926827.0722678431,915923.7849755473,909970.0232965584,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,110,1592848.0446582532,1348546.8315941563,1168829.7327167303,1030397.7727468149,1002000.7220744644,963778.8187093239,944047.1469059389,932705.2118900333,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,130,1813729.5073233903,1525009.8918840026,1309790.8876970967,1104697.3297091683,1062030.7066099078,1004932.8661280497,975967.5837999828,958745.0204508833,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,150,2034610.969988527,1701472.9521738493,1453143.3319581884,1184713.5662496886,1127028.6095117303,1049114.2752024431,1009812.1968324659,985933.3496813945,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,170,2255492.432653664,1877936.0124636954,1596495.77621928,1268742.68555336,1195223.9897325404,1095415.607296236,1044769.7919010945,1014926.4971070875,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,190,2476373.895318801,2054399.0727535426,1739848.2204803717,1356267.3195335236,1266025.9387118674,1143589.38316624,1081939.6836819295,1043960.3759979584,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,210,2697255.3579839366,2230862.133043389,1883200.6647414633,1446276.980710642,1338934.4245878134,1193403.1188436765,1119309.997204448,1075153.0225432431,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,230,2918136.820649075,2407325.1933332356,2026553.1090025553,1538317.072345013,1413527.6392341987,1243789.9752527953,1158158.3725347735,1106345.669088528,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,250,3139018.2833142113,2583788.2536230823,2169905.5532636475,1632073.7358755737,1489451.0085067167,1295812.8360480487,1197445.349597062,1137538.315633813,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,270,3359899.745979348,2760251.3139129286,2313257.997524738,1727273.0423360947,1566407.6550739293,1347916.8609437593,1236867.7692080091,1170136.472665116,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,290,3580781.208644485,2936714.374202775,2456610.441785831,1823676.4285523968,1644773.0021287703,1401426.7565979927,1277677.3437862913,1202967.1961797168,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,310,3801662.671309623,3113177.434492622,2599962.8860469223,1921076.6240221073,1723785.2398568436,1454936.6522522264,1318486.9183645735,1235797.9196943177,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,330,4022544.1339747594,3289640.494782469,2743315.330308014,2019452.6088638015,1803420.350519755,1509302.3723060724,1359296.4929428555,1268628.6432089186,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,350,4243425.596639897,3466103.5550723146,2886667.7745691068,2118766.3824596093,1884013.042436889,1564067.3997330281,1400996.5316386458,1302245.0597246867,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,370,4464307.059305033,3642566.6153621627,3030020.218830198,2218238.7471715882,1964782.9408363327,1618832.427159984,1443015.6576836333,1336295.7410621853,,,,,,,,,,,,,,,,,,,,,
